uid,id,rarity,time,banner,type,manual
1739844600000024422,20001,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000024522,1202,4,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000024622,20015,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000024722,20007,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000024822,20007,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000024922,20016,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000025022,20003,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000025122,20009,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000025222,20011,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000025322,20010,3,2025-02-18T02:16:38.000Z,2059,11,false
1739844600000025722,20013,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000025822,1202,4,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000025922,20003,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000026022,20002,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000026122,20006,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000026222,20011,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000026322,20002,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000026422,20011,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000026522,20000,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000026622,20005,3,2025-02-18T02:16:43.000Z,2059,11,false
1739844600000026822,20006,3,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000026922,1215,4,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000027022,20019,3,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000027122,20018,3,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000027222,1104,5,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000027322,20010,3,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000027422,20007,3,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000027522,20015,3,2025-02-18T02:16:50.000Z,2059,11,false
1739844600000027622,20006,3,2025-02-18T02:16:50.000Z,2059,11,false
