uid,id,rarity,time,banner,type,manual
1739074200000131573,20011,3,2025-02-09T04:43:46.000Z,2059,11,false
1739074200000131973,20016,3,2025-02-09T04:43:51.000Z,2059,11,false
1739074200000168173,1004,5,2025-02-09T04:55:32.000Z,2059,11,false
1739074200000168773,20007,3,2025-02-09T04:56:38.000Z,2059,11,false
1739074200000168873,20006,3,2025-02-09T04:56:41.000Z,2059,11,false
1739157000000130073,20006,3,2025-02-10T03:54:26.000Z,2059,11,false
1739157000000130173,20005,3,2025-02-10T03:54:30.000Z,2059,11,false
1739160600000011573,1215,4,2025-02-10T04:07:46.000Z,2059,11,false
1739160600000011673,20018,3,2025-02-10T04:07:54.000Z,2059,11,false
1739160600000041973,20012,3,2025-02-10T04:26:23.000Z,2059,11,false
1739160600000043173,20005,3,2025-02-10T04:26:28.000Z,2059,11,false
1739160600000043373,20004,3,2025-02-10T04:26:31.000Z,2059,11,false
1739160600000043473,20007,3,2025-02-10T04:26:35.000Z,2059,11,false
1739236200000075673,20010,3,2025-02-11T01:49:01.000Z,2059,11,false
1739236200000075873,20016,3,2025-02-11T01:49:04.000Z,2059,11,false
1739236200000075973,20017,3,2025-02-11T01:49:08.000Z,2059,11,false
1739243400000006173,20021,3,2025-02-11T03:01:36.000Z,2059,11,false
1739247000000040973,1206,4,2025-02-11T04:21:23.000Z,2059,11,false
1739247000000041073,20010,3,2025-02-11T04:21:26.000Z,2059,11,false
1739247000000042173,20013,3,2025-02-11T04:21:34.000Z,2059,11,false
1739286600000052073,20001,3,2025-02-11T15:44:43.000Z,2059,11,false
1739286600000053173,20001,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000053273,20020,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000053373,20004,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000053473,20005,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000053573,20016,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000053673,21014,4,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000053773,20010,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000053873,20011,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000053973,20020,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000054073,20012,3,2025-02-11T15:45:08.000Z,2059,11,false
1739286600000054173,20019,3,2025-02-11T15:45:16.000Z,2059,11,false
1739286600000054273,20002,3,2025-02-11T15:45:19.000Z,2059,11,false
1739286600000054373,20012,3,2025-02-11T15:45:22.000Z,2059,11,false
1739286600000054473,20014,3,2025-02-11T15:45:25.000Z,2059,11,false
1739423400000015773,20004,3,2025-02-13T05:13:06.000Z,2059,11,false
1739423400000024373,1206,4,2025-02-13T05:22:22.000Z,2059,11,false
1739423400000024473,20015,3,2025-02-13T05:22:30.000Z,2059,11,false
1739495400000021173,20009,3,2025-02-14T01:21:03.000Z,2059,11,false
1739589000000085773,20014,3,2025-02-15T03:47:07.000Z,2059,11,false
1739589000000085873,20021,3,2025-02-15T03:47:11.000Z,2059,11,false
1739592600000094073,20012,3,2025-02-15T04:48:00.000Z,2059,11,false
1739592600000094173,20019,3,2025-02-15T04:48:03.000Z,2059,11,false
1739592600000094373,20006,3,2025-02-15T04:48:06.000Z,2059,11,false
1739639400000065373,20021,3,2025-02-15T17:58:31.000Z,2059,11,false
1739646600000101373,1206,4,2025-02-15T19:58:30.000Z,2059,11,false
1739646600000101473,20019,3,2025-02-15T19:58:33.000Z,2059,11,false
1739646600000101673,20022,3,2025-02-15T19:58:41.000Z,2059,11,false
1739686200000003373,20007,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000003473,20007,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000003573,20016,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000003673,20006,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000003773,21043,4,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000003873,20007,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000003973,20012,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000004073,20010,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000004173,20008,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000004273,20020,3,2025-02-16T06:03:31.000Z,2059,11,false
1739686200000004373,20008,3,2025-02-16T06:03:43.000Z,2059,11,false
1744168200004614373,20008,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004614473,20003,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004614573,20020,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004614673,1110,4,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004614773,20016,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004614873,20000,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004614973,20001,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004615073,20014,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004615173,20009,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004615273,20019,3,2025-04-09T03:10:20.000Z,2067,11,false
1744168200004668573,20015,3,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004668673,20007,3,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004668773,1301,4,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004668873,20013,3,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004668973,20017,3,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004669073,20002,3,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004669173,20011,3,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004669273,20016,3,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004669373,1407,5,2025-04-09T03:10:28.000Z,2067,11,false
1744168200004669473,20022,3,2025-04-09T03:10:28.000Z,2067,11,false
1744168200005382573,20020,3,2025-04-09T03:12:09.000Z,2067,11,false
1734905400000017673,20005,3,2024-12-22T22:11:13.000Z,3052,12,false
1734905400000017773,20019,3,2024-12-22T22:11:17.000Z,3052,12,false
1734905400000017973,20015,3,2024-12-22T22:11:20.000Z,3052,12,false
1734905400000018073,20010,3,2024-12-22T22:11:23.000Z,3052,12,false
1734905400000018273,20015,3,2024-12-22T22:11:31.000Z,3052,12,false
1734905400000018373,20008,3,2024-12-22T22:11:33.000Z,3052,12,false
1734905400000018473,20010,3,2024-12-22T22:11:36.000Z,3052,12,false
1734905400000018573,21046,4,2024-12-22T22:11:38.000Z,3052,12,false
1734905400000018673,20020,3,2024-12-22T22:11:42.000Z,3052,12,false
1734905400000018773,20013,3,2024-12-22T22:11:44.000Z,3052,12,false
1734905400000018873,20013,3,2024-12-22T22:11:47.000Z,3052,12,false
1744168200005411773,20002,3,2025-04-09T03:12:14.000Z,3067,12,false
1744168200005438573,20019,3,2025-04-09T03:12:17.000Z,3067,12,false
1744168200005457973,20002,3,2025-04-09T03:12:19.000Z,3067,12,false
1744168200005480073,20000,3,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480173,20015,3,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480273,21000,4,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480373,20016,3,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480473,20007,3,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480573,20005,3,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480673,20022,3,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480773,1223,4,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480873,23013,5,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005480973,20022,3,2025-04-09T03:12:22.000Z,3067,12,false
1744168200005727973,20021,3,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728073,20020,3,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728173,20007,3,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728273,20004,3,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728373,23040,5,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728473,21044,4,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728573,20013,3,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728673,20010,3,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728773,20018,3,2025-04-09T03:12:56.000Z,3067,12,false
1744168200005728873,20002,3,2025-04-09T03:12:56.000Z,3067,12,false
